hashtags,username,tweet_id,tweet_url,timestamp,text,text_html,links,label
[],[ie],1.17E+18,/iethaCORNER/status/1167586058885718016,8/30/19 23:53,#NAME?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">-kenapa status wasap temen2 aku gada yg congkak dan sombong pameR nonton agnezmo di boshe semaLem..pada <strong>miskin</strong> yaaa...????   <img alt=""_™…‘"" aria-label=""Emoji: Wajah lega"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60c.png"" title=""Wajah lega""/>akupun.. <img alt=""_™…•"" aria-label=""Emoji: Wajah tanpa ekspresi"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f611.png"" title=""Wajah tanpa ekspresi""/></p>",[],0
[],ferinaa,1.17E+18,/chccmnt/status/1167429399408304128,8/30/19 13:30,Ena bat yg beras merah,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Ena bat yg <strong>beras</strong> merah</p>",[],0
[],Tiwik,1.17E+18,/TiwikApr_/status/1167332924770811904,8/30/19 07:07,"Gini yaa Standar Miskin Indonesia - Twitter- Motor BEAT - HP Android - Kartu Tri pic.twitter.com/LugpercrgL","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Gini yaa Standar <strong>Miskin</strong> Indonesia - Twitter- Motor BEAT - HP Android - Kartu Tri <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/LugpercrgL"">pic.twitter.com/LugpercrgL</a></p>",[],0
[],Demas Kresna,1.17E+18,/demaskresna/status/1167332334804189184,8/30/19 07:04,Aku lagi miskin. Jangan diajak main.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Aku lagi <strong>miskin</strong>. Jangan diajak main.</p>",[],0
[],Anak kemarin sore,1.17E+18,/thohabcde/status/1167292446658551808,8/30/19 04:26,Loh bukannnya honda beat termasuk sobat miskin nggak pengen gt naik kasta,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Loh bukannnya honda beat termasuk sobat <strong>miskin</strong> nggak pengen gt naik kasta</p>",[],0
[],mahasiswa yujiem,1.17E+18,/mahasiswaYUJIEM/status/1167275609208152065,8/30/19 03:19,Bangun tidur masih masih miskin,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Bangun tidur masih masih <strong>miskin</strong></p>",[],0
[],"harta, tahta,",1.17E+18,/yeahrilla_/status/1167254014301356032,8/30/19 01:53,"Alergi sama shampo yg ada sulfate nya, tapi terlalu miskin untuk beli shampo yg sulfate free ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Alergi sama shampo yg ada sulfate nya, tapi terlalu <strong>miskin</strong> untuk beli shampo yg sulfate free <img alt=""_™…”"" aria-label=""Emoji: Wajah murung"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f614.png"" title=""Wajah murung""/><img alt=""_™…”"" aria-label=""Emoji: Wajah murung"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f614.png"" title=""Wajah murung""/><img alt=""_™…”"" aria-label=""Emoji: Wajah murung"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f614.png"" title=""Wajah murung""/></p>",[],0
[],_™«_,1.17E+18,/faaradista_/status/1167246020289294337,8/30/19 01:21,jaman kalo ngongkrong disana BENERAN AUTO MISKIN!!!! ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">jaman kalo ngongkrong disana BENERAN AUTO <strong>MISKIN</strong>!!!! <img alt=""_™_£"" aria-label=""Emoji: Tertawa berguling di lantai"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Tertawa berguling di lantai""/><img alt=""_™_£"" aria-label=""Emoji: Tertawa berguling di lantai"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Tertawa berguling di lantai""/><img alt=""_™_£"" aria-label=""Emoji: Tertawa berguling di lantai"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Tertawa berguling di lantai""/><img alt=""_™_£"" aria-label=""Emoji: Tertawa berguling di lantai"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Tertawa berguling di lantai""/></p>",[],0
[],_È“_È__È©_È_,1.17E+18,/leegotcha/status/1167217103394332672,8/29/19 23:26,"LAGI BENCI SAMA TL YG NGE SHARE OSPEK MAKAN DARI EMBER ISINYA UTAH UTAH ANPLISSSSS KUI NGGILANIIIIII POLLLLL SEKOLAH LARANG LARANG KON MANGAN UTAH UTAH ANRA SISAN GUYANG NE KATING Emiskin utek miskin moral","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">LAGI BENCI SAMA TL YG NGE SHARE OSPEK MAKAN DARI EMBER ISINYA UTAH UTAH ANPLISSSSS KUI NGGILANIIIIII POLLLLL SEKOLAH LARANG LARANG KON MANGAN UTAH UTAH ANRA SISAN GUYANG NE KATING E<strong>miskin</strong> utek <strong>miskin</strong> moral</p>",[],0
[],gabung,1.17E+18,/anugrahjuinarno/status/1167209735809990656,8/29/19 22:57,"Biasanya si pas awal bulan baru kiriman, kudu belanja beras ama telor, jadi sewaktu2 duit abis msi bisa makan sekalipun cuma mkn nasi ama telor,nah buat lebih hmat pas makan psn minumnya air putih aja myan kan kalo mkn 2Xaja udah hmt 6 rebu,lbh sehat juga","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Biasanya si pas awal bulan baru kiriman, kudu belanja <strong>beras</strong> ama telor, jadi sewaktu2 duit abis msi bisa makan sekalipun cuma mkn nasi ama telor,nah buat lebih hmat pas makan psn minumnya air putih aja myan kan kalo mkn 2Xaja udah hmt 6 rebu,lbh sehat juga</p>",[],0
[],ola siahaan,1.17E+18,/olasiahaan/status/1167099527964151810,8/29/19 15:39,Setiap nyuci beras aja,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Setiap nyuci <strong>beras</strong> aja</p>",[],0
[],Muhammad Ridwan Mas,1.17E+18,/Ridwaaan21/status/1167077688697217024,8/29/19 14:12,Yang miskin gosa liat ini trit. https://twitter.com/archifyasia/status/1166612517923250176Î¾Š—_,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""in"">Yang <strong>miskin</strong> gosa liat ini trit. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/archifyasia/status/1166612517923250176"" dir=""ltr"" href=""https://t.co/B9VnNm9Tv5"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/archifyasia/status/1166612517923250176""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/archifyasia/st</span><span class=""invisible"">atus/1166612517923250176</span><span class=""tco-ellipsis""><span class=""invisible"">Î¾</span>Š—_</span></a></p>",['https://twitter.com/archifyasia/status/1166612517923250176'],0
[],_™•,1.17E+18,/Barbietchh_/status/1167077561018355712,8/29/19 14:12,Keluarga dan aku yg miskin teross,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Keluarga dan aku yg <strong>miskin</strong> teross</p>",[],0
[],^_^,1.17E+18,/NenggPesekk_/status/1167064692784631808,8/29/19 13:21,Miskin itu berbeda dengan sederhana . Miskin itu kondisi hidup sedangkan sederhana itu cara hidup .,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><strong>Miskin</strong> itu berbeda dengan sederhana . <strong>Miskin</strong> itu kondisi hidup sedangkan sederhana itu cara hidup .</p>",[],0
[],Mitamit Ink Tattoo,1.17E+18,/utjub/status/1167001241097916416,8/29/19 09:09,"aku hanyalah seorang warga miskin yg kekurangan,aku sudah tak mampu lagi memberikan apa"" untukmu selain cinta dan ketulusan ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">aku hanyalah seorang warga <strong>miskin</strong> yg kekurangan,aku sudah tak mampu lagi memberikan apa"" untukmu selain cinta dan ketulusan <img alt=""_™_£"" aria-label=""Emoji: Tertawa berguling di lantai"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Tertawa berguling di lantai""/></p>",[],0
[],dandi narendra,1.17E+18,/dandinarendra_/status/1166925294801805312,8/29/19 04:07,"bajingan emang ini gundala, once upon a time in hollywood, sama ready or not ada di bioskop barengan bikin miskin gue ae nih ah marah","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">bajingan emang ini gundala, once upon a time in hollywood, sama ready or not ada di bioskop barengan bikin <strong>miskin</strong> gue ae nih ah marah</p>",[],0
[],ola siahaan,1.17E+18,/olasiahaan/status/1166906559772807168,8/29/19 02:52,Aku cm siram pake air cucian beras Lid,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Aku cm siram pake air cucian <strong>beras</strong> Lid</p>",[],0
[],Nasutionbooks.id,1.17E+18,/nasutionbooks/status/1166883028469211137,8/29/19 01:19,"Negeri ini memang tidak buyar. tapi sekian banyak orang telah mati, lapar, miskin dan terbuang sebagai pengungsi. Sejak Orde Baru berkuasa sebenarnaya penderitaan rakyat telah bermula dan sudah menjadi takdir sosialŠ—_ https://www.instagram.com/p/B1uq000FLZU/?igshid=dv6163du2ebkÎ¾Š—_","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Negeri ini memang tidak buyar. tapi sekian banyak orang telah mati, lapar, <strong>miskin</strong> dan terbuang sebagai pengungsi. Sejak Orde Baru berkuasa sebenarnaya penderitaan rakyat telah bermula dan sudah menjadi takdir sosialŠ—_ <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/B1uq000FLZU/?igshid=dv6163du2ebk"" dir=""ltr"" href=""https://t.co/iuLYPo2Rix"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/B1uq000FLZU/?igshid=dv6163du2ebk""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/B1uq000FLZU/</span><span class=""invisible"">?igshid=dv6163du2ebk</span><span class=""tco-ellipsis""><span class=""invisible"">Î¾</span>Š—_</span></a></p>",['https://www.instagram.com/p/B1uq000FLZU/?igshid=dv6163du2ebk'],0
[],youaremine,1.17E+18,/djakamas/status/1166868377727451136,8/29/19 00:21,"Aku g ngerti ini menteri pertanian atau perindustrian? ....siang malam disuruh bekerja, giliran waktu panen beras diimpor...masih waras?","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Aku g ngerti ini menteri pertanian atau perindustrian? ....siang malam disuruh bekerja, giliran waktu panen <strong>beras</strong> diimpor...masih waras?</p>",[],0
[],kelek ULO _™,1.17E+18,/pondan_rusk/status/1166761690479771648,8/28/19 17:17,"Untung aku ki miskin, dadi kowe gampang golek alesan dinggo ninggalke. ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Untung aku ki <strong>miskin</strong>, dadi kowe gampang golek alesan dinggo ninggalke. <img alt=""_™…‘"" aria-label=""Emoji: Wajah lega"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60c.png"" title=""Wajah lega""/></p>",[],0
[],_™‘µ_™‘_™‘_,1.17E+18,/lolipopgorenq/status/1166732144778989568,8/28/19 15:19,"kalo lg miskin gini, bawaannya pengin jadi biduan. disawerrr br000","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">kalo lg <strong>miskin</strong> gini, bawaannya pengin jadi biduan. disawerrr br000</p>",[],0
[],densus86antiTeKor,1.17E+18,/Valent06924015/status/1166717674446938112,8/28/19 14:22,Iyha miskin banyak hutang,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Iyha <strong>miskin</strong> banyak hutang</p>",[],0
[],Lailawikan,1.17E+18,/lawikan/status/1166669068180447239,8/28/19 11:09,"Serta ditambah seserahan perlengkapan dapur seperti ini : beras dan minyak. Sah sah aja lho dears  (isi bawa sendiri)Dan yang mau ringkes simple, ambil seserahan barang sekalian seserahan makanan,, yuk kami bantuŠ—_ https://www.instagram.com/p/B1tJhzfBbOs/?igshid=1813rti7w139tÎ¾Š—_","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Serta ditambah seserahan perlengkapan dapur seperti ini : <strong>beras</strong> dan minyak. Sah sah aja lho dears  (isi bawa sendiri)Dan yang mau ringkes simple, ambil seserahan barang sekalian seserahan makanan,, yuk kami bantuŠ—_ <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/B1tJhzfBbOs/?igshid=1813rti7w139t"" dir=""ltr"" href=""https://t.co/CgbxuAPdEe"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/B1tJhzfBbOs/?igshid=1813rti7w139t""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/B1tJhzfBbOs/</span><span class=""invisible"">?igshid=1813rti7w139t</span><span class=""tco-ellipsis""><span class=""invisible"">Î¾</span>Š—_</span></a></p>",['https://www.instagram.com/p/B1tJhzfBbOs/?igshid=1813rti7w139t'],0
[],Ulil,1.17E+18,/Ulil_____/status/1166595010931896320,8/28/19 06:14,"Iya, beri tahu kami solusi, untuk kami petani miskin yang masih bergantung dengan pohon ini, kamerad yang mulia.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Iya, beri tahu kami solusi, untuk kami petani <strong>miskin</strong> yang masih bergantung dengan pohon ini, kamerad yang mulia.</p>",[],0
[],^_^,1.17E+18,/NenggPesekk_/status/1166580236940664832,8/28/19 05:16,"Gpp miskin harta , asal jangan miskin hati aja .","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Gpp <strong>miskin</strong> harta , asal jangan <strong>miskin</strong> hati aja .</p>",[],0
[],^_^,1.17E+18,/NenggPesekk_/status/1166576880549601281,8/28/19 05:02,"Motor beat , hp xiaomi , kartu 3 . mereka gak miskin , mereka adalah calon orang kaya yang masih otw menuju kesuksesan . sesuk nek wes sukses jgnkan pabrik sek memproduksi barang"" kui , cangkem mu e paling iso di tuku .","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Motor beat , hp xiaomi , kartu 3 . mereka gak <strong>miskin</strong> , mereka adalah calon orang kaya yang masih otw menuju kesuksesan . sesuk nek wes sukses jgnkan pabrik sek memproduksi barang"" kui , cangkem mu e paling iso di tuku .</p>",[],0
[],Fika Hoogendyk,1.17E+18,/FikaHoogendyk/status/1166532910968500224,8/28/19 02:08,"Eeh, kalo ndak ade orang Kalbar pegi ke Kuching same Kuala Lumpur tu, miskin gak negaranye apalagi di Tebedu tu, wkwkwkwk ye ndak @yvongloriabella @leavilea @Pradityaa_eka ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Eeh, kalo ndak ade orang Kalbar pegi ke Kuching same Kuala Lumpur tu, <strong>miskin</strong> gak negaranye apalagi di Tebedu tu, wkwkwkwk ye ndak <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""69864867"" dir=""ltr"" href=""/yvongloriabella""><s>@</s><b>yvongloriabella</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""166980975"" dir=""ltr"" href=""/leavilea""><s>@</s><b>leavilea</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""379053538"" dir=""ltr"" href=""/Pradityaa_eka""><s>@</s><b>Pradityaa_eka</b></a> <img alt=""_™_£"" aria-label=""Emoji: Tertawa berguling di lantai"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f923.png"" title=""Tertawa berguling di lantai""/></p>",[],0
[],Veronika Peni asih,1.17E+18,/Peni_Asih/status/1166511877356052481,8/28/19 00:44,"Miskin gak pa pa Yg penting waras & kreatif https://twitter.com/antakara_86/status/1166315292345004032Î¾Š—_","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""in""><strong>Miskin</strong> gak pa pa Yg penting waras &amp; kreatif <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/antakara_86/status/1166315292345004032"" dir=""ltr"" href=""https://t.co/HAcvTtuKv2"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/antakara_86/status/1166315292345004032""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/antakara_86/st</span><span class=""invisible"">atus/1166315292345004032</span><span class=""tco-ellipsis""><span class=""invisible"">Î¾</span>Š—_</span></a></p>",['https://twitter.com/antakara_86/status/1166315292345004032'],0
[],napi,1.17E+18,/xnxpxy/status/1166381944151527425,8/27/19 16:08,maaf kak saya masi miskin,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">maaf kak saya masi <strong>miskin</strong></p>",[],0
[],A.Mahmudi,1.17E+18,/aarfmhmdd/status/1166304618176888832,8/27/19 11:01,"Udah miskin moral, miskin secara finansial pula. Chat diawali kata ""P""Tuhan pun bisa2 malu.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Udah <strong>miskin</strong> moral, <strong>miskin</strong> secara finansial pula. Chat diawali kata ""P""Tuhan pun bisa2 malu.</p>",[],0
[],G Angki,1.17E+18,/AngkiRutsa/status/1166270367737892864,8/27/19 08:44,Beras rumah abis makkk ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><strong>Beras</strong> rumah abis makkk <img alt=""_™…_"" aria-label=""Emoji: Wajah menangis kencang"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f62d.png"" title=""Wajah menangis kencang""/></p>",[],0
[],ˆ‚ˆ‚—“çˆ‚__™__,1.17E+18,/maftapcr/status/1166238364799922177,8/27/19 06:37,Ngajakin miskin part 2 pic.twitter.com/GkZJRNvOd5 Š—– di Jejamuran,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Ngajakin <strong>miskin</strong> part 2 <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/GkZJRNvOd5"">pic.twitter.com/GkZJRNvOd5</a><span class=""tweet-poi-geo-text""> Š—– di <a class=""js-nav u-textUserColorHover js-geo-pivot-link"" data-nav=""search"" data-place-id=""0fc348c0ccd41000"" href=""/search?q=place%3A0fc348c0ccd41000"">Jejamuran</a></span></p>",[],0
[],Fahrizal,1.17E+18,/Fwidodo_/status/1166224439572197381,8/27/19 05:42,Negara give away hanya untuk negara miskin! https://twitter.com/SeleccionINA/status/1166222640610045952Î¾Š—_,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""in"">Negara give away hanya untuk negara <strong>miskin</strong>! <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/SeleccionINA/status/1166222640610045952"" dir=""ltr"" href=""https://t.co/rpJ6xoFbg3"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/SeleccionINA/status/1166222640610045952""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/SeleccionINA/s</span><span class=""invisible"">tatus/1166222640610045952</span><span class=""tco-ellipsis""><span class=""invisible"">Î¾</span>Š—_</span></a></p>",['https://twitter.com/SeleccionINA/status/1166222640610045952'],0
[],ahmad mutaqin habibi,1.17E+18,/ahmadmhabibi/status/1166211267763331072,8/27/19 04:50,"Alhamdulillah Droping beras team Sleman 6 .. dengan titik kumpul Indomaret Candisari, Bergerak tepat jam 07.30 .  Lokasi pertama di Pondok Al 'Aalim Pakem, lokasi kedua pondok Sabilul Huda belakang WS Pakem, danŠ—_ https://www.instagram.com/p/B1p5VuInBib/?igshid=1292k51mzpl9aÎ¾Š—_","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Alhamdulillah Droping <strong>beras</strong> team Sleman 6 .. dengan titik kumpul Indomaret Candisari, Bergerak tepat jam 07.30 .  Lokasi pertama di Pondok Al 'Aalim Pakem, lokasi kedua pondok Sabilul Huda belakang WS Pakem, danŠ—_ <a class=""twitter-timeline-link"" data-expanded-url=""https://www.instagram.com/p/B1p5VuInBib/?igshid=1292k51mzpl9a"" dir=""ltr"" href=""https://t.co/XH6cBa79O2"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.instagram.com/p/B1p5VuInBib/?igshid=1292k51mzpl9a""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">instagram.com/p/B1p5VuInBib/</span><span class=""invisible"">?igshid=1292k51mzpl9a</span><span class=""tco-ellipsis""><span class=""invisible"">Î¾</span>Š—_</span></a></p>",['https://www.instagram.com/p/B1p5VuInBib/?igshid=1292k51mzpl9a'],0
[],Indra Karyana,1.17E+18,/investasi06/status/1166172273998348288,8/27/19 02:15,"Hanya menjalan AGENDA MERCUSUAR..sebaiknya dana yang dipersiapkan itu untuk pemberdayaan ekonomi dan pemberdayaan masyarakat miskin mengkin  kita menjadi bisa menjadi NEGARA ADIKUASA nantinya","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Hanya menjalan AGENDA MERCUSUAR..sebaiknya dana yang dipersiapkan itu untuk pemberdayaan ekonomi dan pemberdayaan masyarakat <strong>miskin</strong> mengkin  kita menjadi bisa menjadi NEGARA ADIKUASA nantinya</p>",[],0
[],Dadang,1.17E+18,/dadang_sj/status/1166160672570232832,8/27/19 01:29,"hah miskin? kita bakar aja hutan kalimantan, biar ga bisa napas dia https://twitter.com/GuritnaPramana/status/1165941758439645185Î¾Š—_","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""in"">hah <strong>miskin</strong>? kita bakar aja hutan kalimantan, biar ga bisa napas dia <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/GuritnaPramana/status/1165941758439645185"" dir=""ltr"" href=""https://t.co/dMNykus4WV"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/GuritnaPramana/status/1165941758439645185""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/GuritnaPramana</span><span class=""invisible"">/status/1165941758439645185</span><span class=""tco-ellipsis""><span class=""invisible"">Î¾</span>Š—_</span></a></p>",['https://twitter.com/GuritnaPramana/status/1165941758439645185'],0
[],Ahli Sambat.,1.17E+18,/MSilam76/status/1166155348366876672,8/27/19 01:07,"Wkwkwk dlu hrganya 29 rb setara beras 6kg dan dulu msih susah jadi ga mnhkin berani minta.Srg biar harganya 700rb jg gw beli tapi yg jual udah ga ada ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Wkwkwk dlu hrganya 29 rb setara <strong>beras</strong> 6kg dan dulu msih susah jadi ga mnhkin berani minta.Srg biar harganya 700rb jg gw beli tapi yg jual udah ga ada <img alt=""_™…"" aria-label=""Emoji: Wajah menyeringai dengan mata tersenyum"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f601.png"" title=""Wajah menyeringai dengan mata tersenyum""/></p>",[],0
[],ulil,1.17E+18,/ulilmasruroh/status/1165994378717876224,8/26/19 14:28,Q miskin u lebih @insanikinasih,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Q <strong>miskin</strong> u lebih <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2928057890"" dir=""ltr"" href=""/insanikinasih""><s>@</s><b>insanikinasih</b></a></p>",[],0
[],lubang sedotan,1.17E+18,/damahkum_/status/1165943955399176197,8/26/19 11:07,"Uang tinggal 50 rb doangMiskin sekali ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Uang tinggal 50 rb doang<strong>Miskin</strong> sekali <img alt=""_™…¢"" aria-label=""Emoji: Wajah menangis"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f622.png"" title=""Wajah menangis""/></p>",[],0
[],Rizka Harianti,1.17E+18,/sweethurrricane/status/1165933931230715905,8/26/19 10:28,wah dikata miskin lu @nsaldyni wkwkhttps://twitter.com/Bimaadii_/status/1165801660276338688Î¾Š—_,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""in"">wah dikata <strong>miskin</strong> lu <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2600988913"" dir=""ltr"" href=""/nsaldyni""><s>@</s><b>nsaldyni</b></a> wkwk<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/Bimaadii_/status/1165801660276338688"" dir=""ltr"" href=""https://t.co/TluWjP5EBU"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/Bimaadii_/status/1165801660276338688""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/Bimaadii_/stat</span><span class=""invisible"">us/1165801660276338688</span><span class=""tco-ellipsis""><span class=""invisible"">Î¾</span>Š—_</span></a></p>",['https://twitter.com/Bimaadii_/status/1165801660276338688'],0
[],tompellaso,1.17E+18,/zuhadnajamuddin/status/1165888306493579264,8/26/19 07:26,"Ngakunya miskin tapi storynya klo gak nonton konser ya naik gunung...Wuelok po ra...","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Ngakunya <strong>miskin</strong> tapi storynya klo gak nonton konser ya naik gunung...Wuelok po ra...</p>",[],0
['TandaDiaNggaSuka'],Diancok,1.17E+18,/Dianislm14/status/1165847139013910528,8/26/19 04:43,"#TandaDiaNggaSuka lagi tuh ga nyariin lu, karna lu miskin goblok buriq lagi","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/TandaDiaNggaSuka?src=hash""><s>#</s><b>TandaDiaNggaSuka</b></a> lagi tuh ga nyariin lu, karna lu <strong>miskin</strong> goblok buriq lagi<img alt=""_™…ä"" aria-label=""Emoji: Wajah dengan air mata bahagia"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Wajah dengan air mata bahagia""/></p>",[],0
